"id","fullname","shortname","number","category","vid_uchrezhdeniya","organiz_pravov_forma","podchinenie","address","telephone","email","location"
1240, Государственное бюджетное образовательное учреждение города Москвы Детский сад №14, ГБОУ детский сад №14, 14, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105264, г. Москва, 5-я Парковая улица, д. 37",(495) 485-26-16, —,POINT (37.7875373 55.7999089)
1241, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1464, ГБОУ детский сад № 1464,"1 464", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109444, г. Москва Самарканский б-р, д. 22, корп. 2",(495) 372-92-60, dc1464@mail.ru,POINT (37.8174191 55.7019752)
1242, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1183, ГБОУ детский сад № 1183,"1 183", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Центральное окружное управление образования," 119121 г. Москва, ул. Плющиха, д.16, к. 3",(499) 248-09-84, larads195@yandex.ru,POINT (37.5783496 55.7441577)
1243, Государственное бюджетное образовательное учреждение города Москвы детский сад № 2010, ГБОУ детский сад № 2010,"2 010", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северное окружное управление образования," 125183, г. Москва, улица Лихоборские бугры, дом 6 А",(495) 482-58-01, detsad-2010@yandex.ru,POINT (37.5494375 55.842781)
1244, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1076, ГБОУ детский сад № 1076,"1 076", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, —,POINT (37.7210321 55.7813321)
1245, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1921, ГБОУ Детский сад комбинированного вида № 1921,"1 921", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 127006, Москва, Нововоротниковский пер., д. 6",(495) 681-14-45, ds1918@mail.ru; eleonora.sad1921@gmail.com,POINT (37.603885 55.779274)
1246, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1973, ГБОУ детский сад № 1973,"1 973", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115404 г. Москва,ул. Липецкая,д.8,корп.2",(495) 326-42-10, dou1973@sinergi.ru,POINT (37.6683285 55.5990633)
1247, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1163, ГБОУ детский сад № 1163,"1 163", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109559, г. Москва, ул. Совхозная, д. 16, к. 2",(495) 358-11-56, melehova1163@yandex.ru,POINT (37.767089 55.679606)
1248, Государственное бюджетное образовательное учреждение города Москвы детский сад № 205, ГБОУ детский сад № 205,"205", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109462, г. Москва, улица Маршала Чуйкова, дом 6, корпус 1",(499) 172-96-09, ds205@mail.ru,POINT (37.762198 55.703817)
1249, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1588, ГБОУ детский сад № 1588,"1 588", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117152 г. Москва, Загородное ш,д.6 к.6",(495) 952-94-79, dou1588@sinergi.ru,POINT (37.6155376 55.6999941)
1250, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1279, ГБОУ детский сад №1279,"1 279", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Западное окружное управление образования," 117418, г. Москва, улица Цюрупы, дом 15, корпус 1","4953313885", gouds1279@mosuzedu.ru,POINT (37.568867 55.66648799999999)
1251, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1745, ГБОУ детский сад № 1745,"1 745", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127322, город Москва, улица Фонвизина, дом 17, корпус 1",(495) 610-07-22, dou1745@yandex.ru,POINT (37.5869007 55.8210869)
1252, Государственное бюджетное образовательное учреждение города Москвы детский сад № 449, ГБОУ детский сад № 449,"449", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125195, г. Москва, улица Фестивальная, дом 35Б",(499) 458-17-74, yasli-sad449@yandex.ru,POINT (37.480778 55.859118)
1253, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1421, ГБОУ детский сад № 1421,"1 421", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117593, г. Москва, Литовский бульвар, дом 11, корпус 4","8-495-425-00-33", gou1421@mosuzedu.ru,POINT (37.5428365 55.6147577)
1254, Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2343, ГБОУ ЦРР - детский сад № 2343,"2 343", Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Восточное окружное управление образования," ""111673, г. Москва, ул. Новокосинская, д.15 ""Б""",(495) 701-99-50, sad-2343@yandex.ru,POINT (37.8525158 55.7390112)
1255, Государственное бюджетное образовательное учреждение города Москвы детский сад №2480, ГБОУ детский сад №2480,"2 480", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117452, г. Москва, улица Азовская, дом 24, корпус 2","319-95-63", dou2480@ou.mosuzedu.ru,POINT (37.5958572 55.6514729)
1256, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1137, ГБОУ детский сад № 1137,"1 137", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119526, г.Москва, ул. 26-ти Бакинских комиссаров, д. 10, к. 3",(499) 739-56-24, ds1137@mail.ru; ds1137@yandex.ru; gou1137@gmail.com,POINT (37.6150527 55.7568721)
1257, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 828, ГБОУ детский сад № 828,"828", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 125183, г. Москва, 4-ый Новомихалковский проезд, дом 6 А",(499) 154-31-18, surova.marina-79@yandex.ru,POINT (37.5458162 55.841939)
1258, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2720, ГБОУ детский сад № 2720,"2 720", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117623, г.Москва, ул. Маршала Савицкого, дом 30, корп.2",(499) 232-49-90, dou2720@mosuzedu.ru; dou2720@ou.mosuzedu.ru; dou2720@mosuzedu.ru,POINT (37.5987314 55.5024549)
1259, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2009, ГБОУ детский сад № 2009,"2 009", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 123290 г.Москва, Шелепихинская наб., д.12, стр.2",(499) 259-76-24, agureeva.anna@rambler.ru; gouds2009@yandex.ru,POINT (37.5221985 55.7527055)
1260, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2156, ГБОУ детский сад № 2156,"2 156", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117628, г. Москва, ул. Куликовская, дом 1 Г",(495) 712-08-46, ds2156@yandex.ru,POINT (37.56655670000001 55.5737403)
1261, Государственное бюджетное образовательное учреждение города Москвы детский сад № 962, ГБОУ детский сад № 962,"962", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129337, г. Москва, ул. Федоскинская, д. 3 корпус 1",(499) 182-14-74, detsad962@yandex.ru; dou962@yandex.ru,POINT (37.702539 55.86786799999999)
1262, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1713, ГБОУ детский сад № 1713,"1 713", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109125, г. Москва, Волжский бульвар, квартал 95, корпус 4",(499) 177-99-40, ds1713@mail.ru,POINT (37.7350562 55.7022918)
1263, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1932, ГБОУ детский сад № 1932,"1 932", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109369, г. Москва, Новочеркасский бульвар, дом 39",(499) 356-10-74, NN@ds1932.ru,POINT (37.7362932 55.6499692)
1264, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1146, ГБОУ детский сад № 1146,"1 146", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, —,POINT (37.7210321 55.7813321)
1265, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1763, ГБОУ детский сад № 1763,"1 763", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 111020, г. Москва 1-ая Синичкина ул., д. 2",(495) 360-49-09, filutichai@list.ru; ds1763@mail.ru,POINT (37.70417339999999 55.7660261)
1266, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1554, ГБОУ детский сад № 1554,"1 554", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115612 г. Москва, ул.Ключевая, д.8, к.3",(495) 342-51-51, dou1554@sinergi.ru,POINT (37.7548785 55.6358679)
1267, Государственное бюджетное образовательное учреждение города Москвы детский сад № 942, ГБОУ детский сад № 942,"942", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 119313, г.Москва, ул.Гарибальди, д. 4а","134-45-03", dou942@ou.mosuzedu.ru,POINT (37.5345099 55.6758444)
1268, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2503, ГБОУ детский сад № 2503,"2 503", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115598 г. Москва, ул. Загорьевская д.27,к.2",(495) 329-70-80, dou2503@sinergi.ru,POINT (37.695532 55.5838755)
1269, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1880, ГБОУ детский сад № 1880,"1 880", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129642, г.Москва, проезд Дежнева, дом 8, корпус 1.",(499) 477-14-18, detsad1880@mail.ru,POINT (37.6429353 55.8720425)
1270, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 876, ГБОУ детский сад № 876,"876", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111539, г. Москва, ул. Реутовская, д. 24 А",(495) 375-53-04, sadik876@inbox.ru,POINT (37.8340033 55.7331817)
1271, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1941, ГБОУ детский сад № 1941,"1 941", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109518 Москва улица Грайвороновская дом 10, корпус 3",(499) 173-47-72, mariyatroshina1941@yandex.ru,POINT (37.73243 55.717521)
1272, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2476, ГБОУ детский сад № 2476,"2 476", Дошкольное образовательное учреждение, Детский сад с этнокультурным (национальным) компонентом образования, Бюджетное, Западное окружное управление образования," 119361 г.Москва, ул. Наташи Ковшовой, д. 15, корп. 1",(495) 430-40-14, ds2476@mail.ru,POINT (37.4509981 55.6810487)
1273, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1052, ГБОУ детский сад № 1052,"1 052", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117574, г.Москва, Новоясеневский проспект, дом 12, корпус 4","423-36-00", gou1052@mail.ru,POINT (37.5186321 55.61044219999999)
1274, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1375, ГБОУ детский сад № 1375,"1 375", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109559, г. Москва, ул. Белореченская, д. 9",(495) 358-01-75," oksana-geltuhina@rambler.ru; gou1375@yandex,ru",POINT (37.7695251 55.6733534)
1275, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1260, ГБОУ детский сад № 1260,"1 260", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 119296, г.Москва, ул. Молодежная, дом 3 А","930-62-30", dou1260@mosuzedu.ru,POINT (37.5454969 55.69255339999999)
1276, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1985, ГБОУ детский сад № 1985,"1 985", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 125319, г. Москва, ул. Академика Ильюшина, д. 16",(499) 152-08-62, Detsad.1985@mail.ru,POINT (37.5469593 55.8063481)
1277," Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2594 ""Теремок"""," ГБОУ детский сад № 2594 ""Теремок""","2 594", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Городское подчинение: Управление дошкольного и общего образования," 141335, Московская область, Сергиево-Посадский район, село Шеметово, микрорайон Новый, д. 54",#Н/Д, teremok2594@mail.ru; teremok2594@yandex.ru,POINT (38.0855501 56.52209999999999)
1278, Государственное бюджетное образовательное учреждение города Москвы детский сад № 971, ГБОУ д/с № 971,"971", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109263, Москва, ул.Артюхиной, 25, к.4",(499) 179-34-41, D-S-N-971@yandex.ru,POINT (37.740979 55.6953496)
1279, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 1441, ГБОУ детский сад № 1441,"1 441", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115372 г. Москва, ул. Бирюлевская, д.55, к.2",(495) 329-86-60, dou1441@sinergi.ru; dou1441@yandex.ru,POINT (37.6752918 55.58228030000001)
1280, Государственное бюджетное образовательное учреждение города Москвы детский сад № 863, ГБОУ детский сад № 863,"863", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119517, г.Москва, ул. Нежинская, д. 8",(495) 442-90-23, olsor@mail.ru; sad863@mail.ru,POINT (37.4688038 55.7093438)
1281, Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2561, ГБОУ ЦРР-детский сад № 2561,"2 561", Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Западное окружное управление образования," 121609 г. Москва, ул. Крылатская, дом 45, корп.4",(499) 726-69-79, dc2561@mail.ru,POINT (37.396309 55.769572)
1282, Государственное бюджетное образовательное учреждение города Москвы детский сад № 2676, ГБОУ детский сад № 2676,"2 676", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107065, г. Москва, ул. Алтайская, д. 13А",(499) 780-13-05, ds2676@yandex.ru,POINT (37.81790280000001 55.8213602)
1283, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1463, ГБОУ детский сад № 1463,"1 463", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119330, г.Москва, ул. Мосфильмовская, д. 17 А",(499) 143-03-03, down1463@mail.ru,POINT (37.516212 55.715493)
1284, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1684, ГБОУ Детский сад № 1684,"1 684", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129281, город Москва, улица Изумрудная, дом 11, корпус 1",(499) 184-50-33, detcad1684@mail.ru,POINT (37.6815967 55.8721803)
1285, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1825, ГБОУ детский сад № 1825,"1 825", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 115184 ул. Пятницкая, дом 54, стр.3",(495) 953-83-17, gou1825@mail.ru,POINT (37.62655910000001 55.7340385)
1286, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 988, ГБОУ детский сад № 988,"988", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Западное окружное управление образования," 117574, г.Москва, Вильнюсская улица, дом 3, корп. 2",(495)421-97-00, Knippel_nina@mail.ru,POINT (37.5256828 55.60586319999999)
1287, Государственное бюджетное образовательное учреждение города Москвы детский сад № 892, ГБОУ детский сад № 892,"892", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119526, г.Москва, Проспект Вернадского, д. 99, корп. 2",(495) 434-66-36, douds892@mail.ru; dc892@rambler.ru,POINT (37.491116 55.665475)
1288, Государственное бюджетное образовательное учреждение города Москвы детский сад № 250, ГБОУ детский сад № 250,"250", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117321, г. Москва, ул. Профсоюзная, дом 152Б","0", ds793@mail.ru,POINT (37.5020266 55.6236194)
1289, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 868, ГБОУ детский сад № 868,"868", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 111555, г. Москва,ул. Сталеваров, 8Б.",(495) 300-03-01,  sad868@yandex.ru,POINT (37.8379146 55.7654422)
1290, Государственное бюджетное образовательное учреждение города Москвы детский сад № 982, ГБОУ детский сад № 982,"982", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117209, г.Москва, Перекопская ул., дом 32","331-69-21", doukinder982@yandex.ru,POINT (37.5681681 55.6615176)
1291, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №733, ГБОУ детский сад № 733,"733", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Западное окружное управление образования," 123181, г. Москва, ул. Исаковского, д. 22, корп. 2",(495) 750-85-57,  dou733@szouo.ru; dou-733@yandex.ru; dou733@mail.ru,POINT (37.4117981 55.8104843)
1292, Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 1891, ГБОУ детский сад № 1891,"1 891", Дошкольное образовательное учреждение, Детский сад присмотра и оздоровления, Бюджетное, Западное окружное управление образования," 121170, г.Москва, ул. Поклонная, д. 4",(499) 249-03-70, gou1891@gmail.com; gou1891@gmail.com; gou1891@gmail.com; gou1891@gmail.com,POINT (37.5327961 55.7371981)
1293, Государственное бюджетное образовательное учреждение города Москвы детский сад № 124, ГБОУ детский сад № 124,"124", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129164, г.Москва, Ракетный бульвар, д.14",(495) 683-51-72, gouds124@mail.ru; dou124@yandex.ru,POINT (37.6539615 55.81751939999999)
1294, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1202, ГБОУ детский сад № 1202,"1 202", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115580 г.Москва, ул.Мусы Джалиля, д.17, к.4",(495) 396-24-66, dou1202@sinergi.ru,POINT (37.746341 55.6248593)
1295, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 882, ГБОУ детский сад № 882,"882", Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 107241 г.Москва, улица Амурская, дом 38",(495) 167-44-84, d.sad882@list.ru,POINT (37.7799682 55.8117661)
1296, Государственное бюджетное образовательное учреждение города Москвы детский сад № 2256, ГБОУ детский сад № 2256,"2 256", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129085, город Москва, улица Бочкова, дом 5, корпус 1.",(495) 615-39-60, dou2256@yandex.ru,POINT (37.632803 55.810101)
1297, Государственное бюджетное образовательное учреждение города Москвы детский сад № 617, ГБОУ детский сад № 617,"617", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105264, Москва, ул.Верхняя Первомайская. д.28",(495) 965-02-29, dets-617@yandex.ru,POINT (37.7950822 55.7988149)
1298, Государственное бюджетное образовательное учреждение города Москвы детский сад № 339, ГБОУ детский сад № 339,"339", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109457, город Москва, улица Зеленодольская, дом 13, корпус 3",(499) 175-83-55, ds339@mail.ru; dsuv.339.mskobr.ru,POINT (37.7768583 55.7099519)
1299, Государственное бюджетное образовательное учреждение города Москвы детский сад № 27, ГБОУ детский сад № 27, 27, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125493, г. Москва, улица Авангардная, дом 4А",(495) 452-54-71, gou-ds-2@mail.ru,POINT (37.493241 55.843471)
1300," Муниципальное автономное дошкольное образовательное учреждение Центр развития ребенка Детский сад №7 ""Сказка"""," МАДОУ Детский сад №7 ""Сказка""", 7, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Автономное, Троицкое и новомосковское окружное управление образования," 142191, Москва Город, Троицк Город, В Микрорайон, 23",#Н/Д, madou7.skazka@yandex.ru,POINT (37.3032108 55.4903205)
1301, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1021, ГБОУ детский сад № 1021,"1 021", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 129272 г.Москва, ул.Трифоновская ,д.45 А, стр.1",(495) 684-14-15, sad1021@yandex.ru,POINT (37.626245 55.78927299999999)
1302, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2028, ГБОУ детский сад № 2028,"2 028", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 117208 г. Москва, Сумской пр. 7а",(495) 311-00-54, dou2028@sinergi.ru,POINT (37.6059386 55.633588)
1303, Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 95, ГБОУ детский сад № 95, 95, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 129594, г.Москва, 2-ая улица Марьиной Рощи, дом 20, корпус 1",(495) 631-03-21, dou63@yandex.ru,POINT (37.620256 55.798908)
1304, Государственное бюджетное образовательное учреждение города Москвы детский сад № 2611, ГБОУ детский сад № 2611,"2 611", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 111674, Москва, ул. 1-ая Вольская, дом 12, корпус 2",(495) 706-82-04, detskiisad2611@yandex.ru,POINT (37.92015 55.682505)
1305, Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1335, ГБОУ детский сад №1335,"1 335", Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117296, г.Москва, Ломоносовский проспект, дом 6, корпус 1","8-499-134-43-58", dou1335@ou.mosuzedu.ru; dskv-1335@yandex.ru,POINT (37.5489323 55.6877538)
1306, Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1456, ГБОУ ЦРР - детский сад № 1456,"1 456", Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, г.Москва, проезд Карамзина, д.1, корп.2",(495) 423-19-00, ds_1456@mail.ru,POINT (37.5361771 55.5941975)
1307, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1017, ГБОУ детский сад № 1017,"1 017", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129626, г.Москва, улица Павла Корчагина, дом 12",(495) 682-03-94, detsad1017@yandex.ru,POINT (37.6602378 55.815731)
1308, Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1226, ГБОУ детский сад № 1226,"1 226", Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Зеленоградское окружное управление образования," 124536, г. Москва, Зеленоград, корп. 517",(499) 734-51-59, d1226@zou.ru,POINT (37.1829061 55.9780311)
1309, Государственное бюджетное образовательное учреждение города Москвы детский сад № 1646, ГБОУ детский сад № 1646,"1 646", Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127543 г. Москва, ул. Белозерская, д. 8",(499) 902-90-01, nsds1646@yandex.ru,POINT (37.611036 55.8978201)
1310," Муниципальное автономное дошкольное образовательное учреждение Центр развития ребенка Детский сад №1 ""Успех"""," МАДОУ Детский сад №1 ""Успех""", 1, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Автономное, Троицкое и новомосковское окружное управление образования," 142191, Москва Город, Троицк Город, Октябрьская Б. Улица, 4",#Н/Д, madou1.troitsk@yandex.ru,POINT (37.2979874 55.4926014)
