fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,telephone,email
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1931, ГБОУ детский сад № 1931, 1931, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 123056, г. Москва, пер. Большой Кондратьевский, д 4, стр.1.",(499) 254-11-38, detsad1931@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1289, ГБОУ детский сад № 1289, 1289, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 107497, г. Москва, ул. Байкальская, д. 46 А",(495) 467-99-38, ds.1289@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 75, ГБОУ детский сад № 75, 75, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107370, город Москва,Открытое шоссе, дом 6",(499) 168-35-33, detsad_75@mail.ru; сайт детского сада №75 создан
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 115, ГБОУ детский сад № 115, 115, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 107140 г. Москва, Верхняя Красносельская ул., д.18",(499) 264-85-28, dc927@yandex.ru
" Муниципальное автономное дошкольное образовательное учреждение ""Центр развития ребенка Детский сад №6"""," МАДОУ ""Детский сад №6""", 6, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Автономное, Троицкое и новомосковское окружное управление образования," 142190, Россия, г.Москва, г.Троицк, улица Юбилейная, дом 1",#Н/Д, solnishko62007@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1066, ГБОУ детский сад № 1066, 1066, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, dzyuba50@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 939, ГБОУ детский сад № 939, 939, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 127566, г.Москва, улица Бестужевых, дом 7-а",(499) 201-67-66, sad939@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1024, ГБОУ детский сад № 1024, 1024, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 117208 г. Москва, ул. Чертановская,14 Б",(495) 312-71-92, dou1024@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1269, ГБОУ детский сад № 1269, 1269, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119361, г.Москва, ул.Озерная, д. 25 А",(495) 437-31-81, DS1269@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1654, ГБОУ детский сад № 1654, 1654, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107589, Москва, Байкальская ул., д.49 А",(495) 467-62-70, ds1654@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2394, ГБОУ детский сад № 2394, 2394, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127299, г. Москва, улица Приорова, дом 7",(495) 450-53-85, dc2394@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1982, ГБОУ детский сад № 1982, 1982, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 105064 г. Москва, Малый Демидовский пер., дом 3 А",(499) 261-96-22, detsad1982@yandex.ru
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1169 ""Солнышко""", ГБОУ ЦРР – детский сад № 1169 «Солнышко», 1169, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, г. Москва, пл Семеновская, д 4",#Н/Д, sad-22.seregina@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2668, ГБОУ детский сад № 2668, 2668, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127486, г. Москва, улица Дегунинская, дом 21",(499) 905-87-80, sad2668@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1663, ГБОУ детский сад № 1663, 1663, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115408 г. Москва, ул. Братеевская, д.35, к.1",(495) 342-22-54, dou1663@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1080, ГБОУ детский сад № 1080, 1080, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109125, Москва, Волжский б-р, дом 18 к.3",(499) 177-39-12, detsad1080@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 569, ГБОУ детский сад № 569, 569, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121096, г.Москва, 3-я Филевская, д. 8, корп. 3",(499) 145-46-11, dou569@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2699, ГБОУ детский сад № 2699, 2699, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119136, г.Москва, 2-й Сетуньский проезд, д. 12, корп. 2",(499) 240-84-29, ds2699@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 975, ГБОУ детский сад № 975, 975, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117465, г.Москва, улица Теплый Стан, дом 5А",338-49-66, dou975@ou.mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1070, ГБОУ детский сад № 1070, 1070, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, г.Москва, Новоясеневский проспект, дом 38, корпус 3",8-495-425-86-33, detsad1070@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 563, ГБОУ ЦРР - детский сад № 563, 563, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115516 г. Москва, Бехтерева ул. д.27/2",(495) 325-21-33, dou563@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2423, ГБОУ детский сад № 2423, 2423, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109469, г. Москва, Перервинский б-р, д. 17, корп. 2",(495) 346-59-69, gou-2423@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2392, ГБОУ детский сад № 2392, 2392, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109559, г. Москва, ул. Цимлянская, дом 26",(495) 359-99-39, detsad2392@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2701, ГБОУ детский сад № 2701, 2701, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127495, город Москва, Дмитровское шоссе, дом 165 Д, корпус 3",(499) 661-10-54, DOUdc2701@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1311, ГБОУ детский сад № 1311, 1311, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127576, город Москва, улица Новгородская, дом 3",(499) 200-38-00, ds1311@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1510, ГБОУ детский сад № 1510, 1510, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121614, г.Москва, Осенний бульвар, д. 16, корп. 5",(495) 412-20-44, dou1510@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по познавательно - речевому развитию детей №1589, ГБОУ г. Москвы детский сад №1589, 1589, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 129110 Москва, Напрудный пер., д.13",(495) 681-91-61, mkutilina@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1176, ГБОУ детский сад №1176, 1176, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105275, г.Москва, проспект Буденного, дом 29 А",(495) 365-44-40, DOU1176@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2335, ГБОУ детский сад № 2335, 2335, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125284, г. Москва, 1-й Боткинский проезд, дом 4, корп. 2",(495) 945-33-74, dsbeg2335@soudo.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 38, ГБОУ детский сад № 38, 38, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115582 г. Москва, Шипиловский пр-д, д.67, к.2",(495) 397-00-20, dou38@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1511, ГБОУ ЦРР-детский сад № 1511, 1511, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Западное окружное управление образования,"  г. Москва, Осенний бульвар, д.16, корп.3",(495) 415-56-96, detsad1511@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1837, ГБОУ ЦРР-детский сад № 1837, 1837, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127562, город Москва, улица Каргопольская, дом 15, корпус 1",(499) 907-08-77, crr-ds1837@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2003, ГБОУ детский сад № 2003, 2003, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109542 г.Москва, ул. Вострухина, д.4, кор.2",(495) 371-55-09, gou2003@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1277, ГБОУ ЦРР - детский сад № 1277, 1277, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115597 г.Москва, ул.Тамбовская, д.10, к.3",(495) 399-44-75, dou1277@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2459, ГБОУ детский сад № 2459, 2459, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 119633 г.Москва, Боровское шоссе, д. 20, корп. 2",(495) 731-42-42, gouds2459@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2195, ГБОУ детский сад № 2195, 2195, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127238, г. Москва, Локомотивный проезд, дом 7А",(499) 745-47-40, det.2195@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 279, ГБОУ детский сад № 279, 279, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северное окружное управление образования," 127486, г. Москва, Дмитровское шосее, дом 93, корпус 2",(499) 488-22-44, gou279@mail.ru; sadic279@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 23, ГБОУ детский сад № 23, 23, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115569 г. Москва,ул. Шипиловская,д.4",(495) 391-56-35, dou23@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1513, ГБОУ детский сад № 1513, 1513, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115569 г. Москва, Маршала Захарова,дом 6,кор.2",(495) 390-04-54, dou1513@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1661, ГБОУ ЦРР-детский сад № 1661, 1661, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117292, Москва, улица Ивана Бабушкина, д. 12",(499) 125-22-34, ds1661@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1824, ГБОУ детский сад № 1824, 1824, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115408 г. Москва, ул. Алма-Атинская, д.5, к.2",(495) 341-83-77, dou1824@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2446, ГБОУ детский сад № 2446, 2446, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109651, г. Москва, ул. Подольская, дом 3",(499) 357-28-71, ds2446@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2610, ГБОУ детский сад № 2610, 2610, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 111674, Москва, ул. 2-ая Вольская, дом 5, корпус 3",(499) 211-24-40, dsad2610@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 68, ГБОУ детский сад № 68, 68, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115580 г. Москва,Кустанайская ул. д.2,корп.2",(495) 396-81-39, dou40@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2334, ГБОУ детский сад № 2334, 2334, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109469, г. Москва, Марьинский бульвар, дом 8",(495) 658-64-21, gou2334@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 869, ГБОУ детский сад № 869, 869, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," ""125195, г. Москва, Ленинградское шоссе, дом 106 ""А""",(495) 455-62-63, ds1894@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 760, ГБОУ детский сад № 760, 760, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111558, г. Москва, Зеленый проспект, д. 99А",(495) 302-34-90, detsad1767@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2570, ГБОУ детский сад № 2570, 2570, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121352, г.Москва, ул. Кременчугская, д. 5, корп. 4",(499) 737-68-12, dou2570@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2220, ГБОУ детский сад № 2220, 2220, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109145, г. Москва, ул. Пронская, дом № 5, корп. 2",(495) 705-47-99, ds2220log@mail.ru
" Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 734 ""Пчелка""", ГБОУ детский сад № 734, 734, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Западное окружное управление образования," 125424, г. Москва, Волоколамский проезд дом 5 корп 3",(495) 490-12-79,  dou442@szouo.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2119, ГБОУ детский сад № 2119, 2119, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109428, Москва, Рязанский проспект, дом 45, корпус 2",(499) 171-65-48, dc2119@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №106, ГБОУ детский сад №106, 106, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 111622, г. Москва, ул. Ветлужская, д.4 А",700-39-61, —
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1656, ГБОУ детский сад № 1656, 1656, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115547 г. Москва, Михневский пр-д д.6 к.2",(495) 329-84-66, dou1656@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2498, ГОУ Детский сад №2498, 2498, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109559, г.Москва, ул.Верхние поля, дом 47, корпус 2",(499) 741-78-40, ds2498@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 44, ГБОУ детский сад №44, 44, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 127591, г. Москва, улица Дубнинская, дом 34, корпус 2",(495) 485-98-35, gou_ds_22@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1343, ГБОУ детский сад № 1343, 1343, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109129, г. Москва ул. Волжский бульвар д.34 корп.1.",(499) 178-60-28, det-sad1343@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2507, ГБОУ ЦРР - детский сад № 2507, 2507, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 125252, г. Москва, Ходынский бульвар, дом 9, строение 2",(499) 740-51-08, zav.33@mail.ru; crr2507@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 823, ГБОУ детский сад № 823, 823, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121467, г.Москва, ул. Ельнинская, д.12, корп. 3",(499) 141-75-88, zrenie823@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 53, ГБОУ детский сад № 53, 53, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 105094 г. Москва, ул. Госпитальный Вал, д.3, корп.4",(495) 360-91-86, gou53@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2015, ГБОУ детский сад № 2015, 2015, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117218, г. Москва, ул. Кржижановского, дом 28, корпус 2",129-78-00, detstvo2015@mail.ru; dou2015@ou.mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2728, ГБОУ детский сад № 2728, 2728, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111674, г. Москва, ул. Медведева, д. 6А",(499) 797-86-36, detsad2728@yandex.ru; dou2728@yandex.ru; nikishina-alla2728@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2708, ГБОУ детский сад компенсирующего вида № 2708, 2708, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117148, г. Москва, ул. Маршала Савицкого, дом 18, корп. 3",8-499-232-39-38, dou2708@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 430, ГБОУ детский сад № 430, 430, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125581, г. Москва, улица Фестивальная, дом 26а",(495) 453-15-30, ds430@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1188, ГБОУ детский сад № 1188, 1188, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127204, город Москва, улица 9-я Северная линия, дом 15, корпус 3",(499) 767-62-65, dous1188@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2229, ГБОУ детский сад № 2229, 2229, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111531,г. Москва, улица Саянская, д.13 А",(495) 300-46-00, gou2229@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2438, ГБОУ детский сад № 2438, 2438, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 119602, г. Москва, ул. Академика Анохина, д. 52",(495) 438-90-01, dou2438@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1743, ГБОУ ЦРР - детский сад № 1743, 1743, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115573, г. Москва, ул. Мусы Джалиля, дом 6, корпус 4",(495) 395-06-92, dou1743@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1040, ГБОУ детский сад № 1040, 1040, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 115573 г.Москва, Ореховый пр-д, д.29, к.2",(495) 393-57-00, dou1040@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1650, ГБОУ детский сад № 1650, 1650, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121351 г.Москва, ул. Партизанская, д. 9, корп. 3",(095) 416-62-81, ds1650@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1654, ГБОУ ЦРРДС № 1654, 1654, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117186, г. Москва, ул. Нагорная, дом 21, корпус 2",(499) 123-42-11, dou1654@ou.mosuzedu.ru; gou1654@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1152, ГБОУ детский сад № 1152, 1152, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115470 г. Москва, Судостроительная ул., д.11, к.2",(499) 612-00-55, dou1152@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад с этнокультурным (еврейским) компонентом образования № 1136, ГБОУ детский сад № 1136, 1136, Дошкольное образовательное учреждение, Детский сад с этнокультурным (национальным) компонентом образования, Бюджетное, Юго-Западное окружное управление образования," 119296, г.Москва, Ломоносовский проспект, дом № 18",939-07-82, ds-1136@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1521, ГБОУ детский сад № 1521, 1521, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107564, г. Москва, ул. 1-я Гражданская, д. 94",(499) 168-61-37, ds1521@yandex.ru; нет
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2406, ГБОУ детский сад № 2406, 2406, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109431, г. Москва ул. Авиаконструктора Миля, д. 13, корп. 2",(495) 704-54-66, dc-2406@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 109, ГБОУ детский сад № 109, 109, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 107014, г.Москва, 2 Полевой переулок, д.4",(499) 269-07-97, sadik77@bk.ru
