fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,telephone,email,location
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 200, ГБОУ детский сад № 200,200, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121354, г.Москва, Можайское шоссе, д. 38, корп. 6",(495) 446-17-22, gou200@bk.ru,POINT(37.4098053 55.7192897)
 Государственное бюджетное образовательное учреждение города Москвы детский сад №522, ГБОУ детский сад №522,522, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107589,г.Москва,ул.Красноярская,д.17а",(495) 467-75-01, detsad522@yandex.ru,POINT(37.8266598 55.8269244)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1752, ГБОУ детский сад № 1752,1 752, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115580 г. Москва, ул. Мусы Джалиля, д.9, к.2",(495) 395-03-77, dou1752@sinergi.ru,POINT(37.7449897 55.6275627)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1755, ГБОУ детский сад № 1755,1 755, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 119633 г. Москва, ул. Приречная, д. 9",(495) 731-26-99, detsad1755@mail.ru,POINT(37.3707165 55.6453554)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1380, ГБОУ детский сад № 1380,1 380, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117465, г. Москва, ул. Теплый Стан, д.15, корп.10",339-64-12, dou1380@ou.mosuzedu.ru,POINT(37.4877877 55.6236364)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2671, ГБОУ детский сад № 2671,2 671, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107497, Москва,Щелковское шоссе, дом 91, стр 2",(499) 966-65-98, 2671sad@mail.ru,POINT(37.8264918 55.8135692)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2301, ГБОУ детский сад № 2301,2 301, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 107589,г.Москва,ул.Красноярская д.3,корп.3",(495) 466-03-74, detsad2301vouo@gmail.com,POINT(37.8326728 55.8185221)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 665, ГБОУ детский сад № 665,665, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127282 город Москва, Студеный проезд, дом 10Б",(499) 479-62-26, det-665@rambler.ru,POINT(37.6574867 55.8918389)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 218, ГБОУ детский сад № 218,218, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127543 город Москва, улица Корнейчука, дом 42А",(499) 205-10-61, 218d-s@mail.ru,POINT(37.6302344 55.8962572)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 105, ГБОУ детский сад № 105,105, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Западное окружное управление образования," 123154, г. Москва, ул. Маршала Тухачевского, д. 39, к.2",(499) 199-47-15,  dou67@szouo.ru,POINT(37.4684204 55.78285839999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 950, ГБОУ детский сад № 950,950, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109388, Москва, улица Гурьянова, дом 47",(495) 353-61-02, gou950@yandex.ru; gboy950@yandex.ru,POINT(37.7201265 55.6820793)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 382, ГБОУ детский сад № 382,382, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115162 г. Москва ул. Городская, д.7",(499) 764-77-59, dou1084@sinergi.ru,POINT(37.6187913 55.71565520000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1324, ГБОУ детский сад № 1324,1 324, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107589, г. Москва, ул.Алтайская, д.34 а",(495) 469-13-21, ds1324@mail.ru,POINT(37.8315108 55.81896219999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 932, ГБОУ детский сад общеразвивающего вида № 932,932, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 127549, г.Москва, ул.Мурановская, д. 6 А",(499) 206-47-47, dousv-932@mail.ru,POINT(37.6024248 55.8918401)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2492, ГБОУ детский сад № 2492,2 492, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования, 109559 г. Москва ул. Маршала Кожедуба д.6 кор.2,(495) 658-64-64, anz8811@yandex.ru,POINT(37.7884956 55.668436)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1896, ГБОУ детский сад № 1896,1 896, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111402, г. Москва, ул. Старый гай, д. 12 А",(495) 375-98-95, ) 189632007@mail.ru,POINT(37.8265838 55.7388734)
 Государственное бюджетное образовательное учреждение города Москвы детский сад №1559, ГБОУ детский сад № 1559,1 559, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111558,г.Москва, Федеративный проспект, дом 45",(495) 302-22-85, ds1559@mail.ru,POINT(37.82898369999999 55.7536376)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1278, ГБОУ детский сад № 1278,1 278, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 127486, г. Москва, Дегунинская улица, дом 13А",(499) 488-55-33, detsad1278@mail.ru,POINT(37.5340187 55.8651383)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2264, ГБОУ детский сад № 2264,2 264, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Западное окружное управление образования," 125430, г. Москва, Пятницкое шоссе, дом 29, корпус 4",(495) 751-73-41,  dou2264@szouo.ru,POINT(37.3606852 55.8500379)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 735, ГБОУ детский сад № 735,735, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 115093 г. Москва, ул. Б.Серпуховская, д.31",(499) 236-85-90, rytikova.va@gmail.com,POINT(37.6291138 55.7226627)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2125, ГБОУ детский сад № 2125,2 125, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109378, Москва, ул. Шумилова д.14, к.2",(499) 175-83-74, sadik2125@yandex.ru,POINT(37.7738386 55.70692219999999)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1194, ГБОУ ЦРР-детский сад № 1194,1 194, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127562, г. Москва, Алтуфьевское шоссе, 18Б",(499) 201-06-00, dousv1194@yandex.ru; detsad1194@mail.ru,POINT(37.5878863 55.85906809999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад №2614, ГБОУ детский сад №2614,2 614, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111674, г. Москва, ул. Лухмановская, д.30А",(499) 797-34-80, ds-2614@mail.ru,POINT(37.9093754 55.7214913)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1138, ГБОУ детский сад общеразвивающего вида № 1138,1 138, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109507, г. Москва, Самаркандский бульвар, дом 17, корпус 1",(495) 377-47-06, dsad1138@yandex.ru,POINT(37.8144385 55.69623439999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2616, ГБОУ детский сад №2616,2 616, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111674, Москва, ул. Лухмановская,д. 13А",(499) 797-41-07, ds2616@mail.ru,POINT(37.896714 55.7204922)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2250, ГБОУ детский сад № 2250,2 250, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105484, г.Москва, Сиреневый бул., д.69А",(495) 468-00-16, detsad2250@yandex.ru,POINT(37.8251833 55.80545009999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 847, ГБОУ детский сад № 847,847, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129337, город Москва, Ярославское шоссе, дом 8, корпус 5",(499) 183-06-00, gouds847@mail.ru,POINT(37.6886056 55.8533528)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 37, ГБОУ детский сад № 37, 37, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 129010 г. Москва, ул. Большая Спасская, д.10/1",(495) 680-00-37, ds37krasnoselo@mail.ru,POINT(37.6468537 55.7758584)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1058, ГБОУ детский сад № 1058,1 058, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 125252, г. Москва, улица Зорге, дом 10, корпус 3",(499) 943-14-05, zpr1058@mail.ru,POINT(37.5121279 55.7823741)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1903, ГБОУ детский сад № 1903,1 903, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Западное окружное управление образования," 125459, г. Москва, ул. Туристская, д. 19, корп. 6.",(495) 948-29-38,  dou1903@szouo.ru,POINT(37.41610319999999 55.8532328)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1711, ГБОУ детский сад № 1711,1 711, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 117587 г. Москва, ул.Кировоградская, д.5а",(495) 316-76-88, dou1711@sinergi.ru,POINT(37.6138239 55.628184)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 696, ГБОУ детский сад № 696,696, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129346, Москва, улица Минусинская, дом 16 корпус 2",(495) 474-25-61, gou696@rambler.ru,POINT(37.693188 55.87515)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1478, ГБОУ детский сад № 1478,1 478, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121609, г.Москва, ул. Крылатские холмы, д. 25, корп. 2",(495) 412-23-24, dou1478@mail.ru,POINT(37.414288 55.757508)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2415, ГБОУ детский сад № 2415,2 415, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117437, г.Москва, ул.Академика Волгина, д.14/2",330-09-73," dou2415@ou.mosuzedu.ru,; ds2415@mail.ru",POINT(37.5029221 55.642607)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 521, ГБОУ детский сад № 521,521, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 123557 г.Москва, Зоологический переулок, д.10",(499) 253-76-84, kinder_garten@mail.ru,POINT(37.5735363 55.76550049999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2571, ГБОУ детский сад № 2571,2 571, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121352, г.Москвва, Славянский бульвар, д. 13, корп. 2",(499) 792-67-34, dsad2571@inbox.ru,POINT(37.464773 55.7250252)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1724, ГБОУ детский сад № 1724,1 724, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115597 г. Москва, ул. Ясеневая, 42 корп.2",(495) 397-96-45, dou1724@sinergi.ru,POINT(37.7478202 55.6088906)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2662, ГБОУ ЦРР - детский сад № 2662,2 662, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Западное окружное управление образования," 123423, г. Москва, Проспект Маршала Жукова, д. 43, к.4",(499) 199-10-43,  DOU2662@szouo.ru;  fokeeva182@yandex.ru; natasha207@yandex.ru; lidia1887@yandex.ru; olga1887@yandex.ru,POINT(37.4683814 55.7758794)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2696, ГБОУ детский сад № 2696,2 696, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119192 г.Москва, Мичуринский проспект, д. 10",(499) 739-32-42, sad2696@mail.ru,POINT(37.508472 55.70459899999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1008, ГБОУ детский сад № 1008,1 008, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111531,город Москва,улица Саянская, дом 13Б",(495) 307-20-71, sad1008vao@mail.ru,POINT(37.8356365 55.77029539999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 820, ГБОУ детский сад № 820,820, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 127349, город Москва, улица Мурановская, дом 7А",(499) 206-62-88, dou820@yandex.ru,POINT(37.59616279999999 55.8922879)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно- эстетическому развитию детей № 1144, ГБОУ детский сад № 1144,1 144, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 123104 г. Москва, Малая Бронная ул., д.13, стр.2",(495) 690-63-39, detskysad@bk.ru,POINT(37.5960349 55.75984800000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 363, ГБОУ детский сад № 363,363, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115162 г.Москва, ул.Хавская, д.10",(499) 236-04-66, dou363@sinergi.ru,POINT(37.6124155 55.7189514)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1372, ГБОУ детский сад № 1372,1 372, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 129075, город Москва, улица Аргуновская, дом 16, корпус 3",(495) 615-49-46, logosad1372@mail.ru; buh-ds1372@mail.ru,POINT(37.6234938 55.8187126)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 990, ГБОУ детский сад № 990,990, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117570, г. Москва, ул. Красного Маяка, д.13-г",(495) 387-36-00, dou990@sinergi.ru,POINT(37.575805 55.60993999999999)
" Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2177 ""Росток"""," ГБОУ детский сад № 2177 ""Росток""",2 177, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Западное окружное управление образования," 123060, г. Москва, ул. Маршала Соколовского, д. 8",(499) 190-49-29, 2177rostok@mail.ru; dou2177@szouo.ru,POINT(37.4883753 55.7935767)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1987, ГБОУ детский сад № 1987,1 987, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117133, г. Москва, ул. Академика Варги, д. 28 А",(495)338-68-00, dou1987@mosuzedu.ru,POINT(37.4739158 55.6336188)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 970, ГБОУ детский сад № 970,970, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105554, г. Москва, 11-я Парковая ул., д. 5 а",(499) 463-10-90, detcad970@yandex.ru,POINT(37.804024 55.7905135)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2363, ГБОУ детский сад № 2363,2 363, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109431, г.Москва, ул.Авиаконструктора Миля, дом 22, корпус 2",(495) 704-08-89, dsad2363@gmail.com,POINT(37.85613499999999 55.679261)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2099, ГБОУ детский сад № 2099,2 099, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109388, г. Москва, ул. Гурьянова, д. 63",(495) 353-92-70, ds2099@uvuo.ru,POINT(37.7192555 55.67916409999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1026, ГБОУ детский сад № 1026,1 026, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 127247, г. Москва, улица Софьи Ковалевской, д.4, к. 1",(495) 484-23-22, bol.olga52@mail.ru,POINT(37.5348344 55.87681980000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1946, ГБОУ детский сад № 1946,1 946, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 111020, г. Москва Лонгиновская ул., д. 10а",(495) 360-28-23, oldoroxina@mail.ru,POINT(37.712705 55.7682554)
 Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка - детский сад № 1272, ГБОУ ЦРР - детский сад № 1272,1 272, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115547 г.Москва, ул.Бирюлевская, д.56, к.2",(495) 385-33-06, dou1272@sinergi.ru,POINT(37.6693431 55.5823481)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 423, ГБОУ детский сад № 423,423, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115404 г. Москва, ул. Касимовская, 7 корп.2",(495) 326-51-38, dou423@sinergi.ru,POINT(37.6544113 55.5987927)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2656, ГБОУ детский сад № 2656,2 656, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127495, город Москва, Челобитьевское шоссе, дом 8",(499) 761-06-02, dou2656@yandex.ru,POINT(37.5506183 55.9139383)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2, ГБОУ детский сад № 2, 2, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109382, г. Москва ул. Совхозная, д. 8а",(495) 358-91-10, detsad2@mail.ru,POINT(37.7460618 55.6707391)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 652, ГБОУ детский сад № 652,652, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 123056 г.Москва, Большой Кондратьевский переулок, д.5 стр.1",(499) 254-48-53, detsad652@mail.ru,POINT(37.5811091 55.7732576)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2633, ГБОУ детский сад № 2633,2 633, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 125252, г. Москва, улица Алабяна, дом 15",(499) 198-15-01, ds-oda2633@mail.ru,POINT(37.5052034 55.7972179)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2457, ГБОУ детский сад №2457,2 457, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109649, Москва, Капотня, 5 квартал, д.14",(495) 355-09-00, gou-2457@yandex.ru,POINT(37.7955264 55.63077639999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1950, ГБОУ детский сад № 1950,1 950, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 111116, г. Москва ул. Авиамоторная, д. 4, к.4",(495) 362-18-55, ds1950@mail.ru,POINT(37.7153883 55.7595993)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1153, ГБОУ детский сад № 1153,1 153, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 115551 г. Москва, Ореховый б-р, д.5-2",(495) 391-87-11, dou1153@sinergi.ru,POINT(37.7037865 55.61071399999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №273, ГБОУ детский сад №273,273, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 107143,г.Москва,Открытое шоссе, 26 Б",(499) 167-40-76, goy273@mail.ru,POINT(37.7631845 55.82572159999999)
 Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка - детский сад № 716, ГБОУ Детский сад № 716,716, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 125080, г. Москва, улица Левитана, дом 3 А",(499) 198-54-51, info@gouds716.ru; gouds716@mail.ru,POINT(37.5003686 55.8007984)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей №1910, ГБОУ детский сад №1910,1 910, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 111401, г. Москва, 2-я Владимирская ул., д.33А",(495) 305-07-11, gou1910@mail.ru,POINT(37.7854638 55.7544321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 384, ГБОУ детский сад № 384,384, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125183, г. Москва, улица Генерала Рычагова, дом 22а",(499) 154-52-48, romanowatamara@yandex.ru,POINT(37.5411169 55.8409731)
" Муниципальное бюджетное дошкольное образовательное учреждение г.о. Щербинка в городе Москве детский сад №4 ""Рябинушка"""," МБДОУ детский сад №4 ""Рябинушка""", 4, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 142171, Москва Город, Щербинка Город, 40 лет Октября Улица, 8А",#Н/Д, sadik8a@rambler.ru,POINT(37.570497 55.510229)
 Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка-детский сад № 1834, ГБОУ ЦРР - детский сад № 1834,1 834, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Центральное окружное управление образования," 115184 г. Москва, 1-й Новокузнецкий пер., д.15, стр.1",(495) 951-48-46, lgorohova@rambler.ru,POINT(37.6300093 55.7346458)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1003, ГБОУ детский сад № 1003,1 003, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 121069 г. Москва, Скатертный пер., д.27",(495) 691-33-72, ds1003@yandex.ru,POINT(37.5900945 55.7567908)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2545, ГБОУ детский сад № 2545,2 545, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129346 город Москва, улица Коминтерна, дом 46 А",(499) 184-58-54, gou2545@list.ru,POINT(37.692279 55.871179)
