fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,Latitude,Longitude,telephone,email
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 325, ГБОУ ЦРР - детский сад № 325,325, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 125057, г. Москва, ул. Песчаная, д.2А",55.803405,37.5156479,(499) 198-20-93, info@ds325.ru; ds325-a13@mail.ru; ovr@ds325.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1356, ГБОУ детский сад № 1356,1 356, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117519 г. Москва, Кировоградская улица, 19А",55.6048887,37.6031817,(495) 386-99-09, dou1356@sinergi.ru
 Муниципальное бюджетное дошкольное образовательное учреждение городского округа Щербинка в городе Москве Центр развития ребёнка - детский сад № 3 «Сказка», МБДОУ Центр развития ребёнка - детский сад № 3 «Сказка», 3, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 142171, Москва Город, Щербинка Город, Котовского Улица, 6А",55.5129831,37.5660366,#Н/Д, skaska_3@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 2659, ГБОУ ЦРР-детский сад № 2659,2 659, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129323, город Москва, Серебрякова проезд, дом 3, корпус 1",55.848414,37.64306,(499) 181-72-03, Detsad2659@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 484, ГБОУ детский сад № 484,484, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115470 г. Москва, ул. Новинки, д. 19, к. 2",55.67803809999999,37.6744783,(499) 615-66-53, dou484@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 687, ГБОУ детский сад № 687,687, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 105043 г. Москва, Измайловский бульвар, дом 30 А",55.7955649,37.7954649,(495) 603-94-02, Detcad687@list.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1522, ГБОУ детский сад № 1522,1 522, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105203, г.Москва, ул. Первомайская, дом 104",55.79331699999999,37.8122091,(495) 465-25-00, ds1522@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1178, ГБОУ детский сад № 1178,1 178, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127572, город Москва, Алтуфьевское шоссе, дом 95, корпус 1",55.901826,37.5842956,(499) 200-88-00, dou1178@yandex.ru; ds-1178@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 929, ГБОУ детский сад № 929,929, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125412, г. Москва, улица Клязьминская, дом 10А",55.883832,37.525106,(499) 906-67-79, dou1972@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 54, ГБОУ детский сад № 54, 54, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 129110 г. Москва, Большая Переяславская улица, дом 7А",55.7825925,37.6398947,(495) 680-91-56, mycadik54@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 436, ГБОУ детский сад № 436,436, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109457, г. Москва ул. Федора Полетаева, д. 6, корп. 2",55.7143634,37.7752145,(499) 175-83-25, ds436@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 439, ГБОУ детский сад № 439,439, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127540, г. Москва, улица Дубнинская, дом 14, корпус 5",55.866741,37.5644712,(499) 481-61-00, 1262_07@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1766, ГБОУ детский сад компенсирующего вида № 1766,1 766, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109052, г. Москва, улица Верхняя Хохловка, дом 35",55.7334353,37.7201324,(495) 678-51-78, ds1766@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2680, ГБОУ детский сад № 2680,2 680, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115304 г. Москва,ул.Ереванская,д.13 А.",55.63234060000001,37.6742621,(499) 323-35-89, dou2680@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1055, ГБОУ детский сад № 1055,1 055, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127566, город Москва, улица Бестужевых, дом 6-А",55.8687014,37.5995106,(499) 204-40-90, detsad1055@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1077, ГБОУ детский сад № 1077,1 077, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115583 г. Москва, ул. Елецкая, д.15, к.2",55.6079662,37.7344461,(495) 398-82-00, dou1077@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1014, ГБОУ детский сад № 1014,1 014, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 127549, город Москва, улица Пришвина, дом 11А",55.8897133,37.5994114,(499) 206-98-92, dousv1014@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1671, ГБОУ детский сад № 1671,1 671, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121609 г. Москва, ул. Крылатские холмы, д.11",55.749841,37.4204437,(495) 413-70-35, dou1671@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 927, ГБОУ детский сад № 927,927, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 107078 г. Москва, улица Садовая - Спасская, дом.21/1",55.7686314,37.6506403,(495) 625-93-64, ds927@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1351, ГБОУ детский сад № 1351,1 351, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127253, г.Москва, ул. Псковская, д.10, к.2",55.9033676,37.5501609,(499) 209-31-92, gou1351@mail.ru
" Государственное бюджетное образовательное учреждение города Москвы детский сад № 1206 ""Семицветик""", ГБОУ детский сад № 1206 «Семицветик»,1 206, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",55.7813321,37.7210321,#Н/Д, mdou12s@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 660, ГБОУ детский сад № 660,660, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 105043, г. Москва, 9-я Парковая ул., д. 23 А",55.794889,37.79714800000001,(499) 367-46-18, Alieva_660@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1249, ГБОУ детский сад № 1249,1 249, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117588, г.Москва, Новоясеневский проспект, дом 15, корпус 2",55.6060945,37.5404055,425-88-44, dou1249@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 714, ГБОУ детский сад № 714,714, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Западное окружное управление образования," 125480, г. Москва, ул. Вилиса Лациса, д. 7, корп. 2",55.86415969999999,37.4282006,(495) 495-72-44, dou714@szouo.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 564, ГБОУ детский сад № 564,564, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107150, г. Москва, ул. Бойцовая, д. 24, корп. 5",55.8156225,37.7265857,(499) 160-12-00, Detskiisadik564@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1662, ГБОУ ЦРР - детский сад № 1662,1 662, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115191 г. Москва, 3-я Рощинская ул., д.2",55.708555,37.616575,(495) 952-26-15, dou1662@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2665, ГБОУ ЦРР - детский сад № 2665,2 665, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 127486, г. Москва, ул. Ивана Сусанина, 4Б",55.86576609999999,37.5297385,(499) 905-19-75, crrds2665@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1927, ГБОУ детский сад № 1927,1 927, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 123317 г. Москва, пер.Стрельбищенский , д.11Б",55.76060450000001,37.5372117,(499) 256-35-93, gou_1927@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2425, ГБОУ детский сад №2425,2 425, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109451, г. Москва, Перервинский бульв., д. 5, к. 2",55.6632452,37.7661638,(495) 658-58-93, detskijsadik 2425@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 987, ГБОУ детский сад № 987,987, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," ""117042, г. Москва, улица Южнобутовская, дом № 125 ""А""",55.5321006,37.515298,0, dou2375@ou.mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1548, ГБОУ детский сад № 1548,1 548, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127474, г. Москва, Бескудниковский бульвар, дом 9",55.8610396,37.5604771,(499) 488-43-85, gou1548@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1984, ГБОУ детский сад № 1984,1 984, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, Москва, Новоясеневский проспект, дом 32, корпус 2",55.6032145,37.5390308,8 (495) 422-16-66, gou1984@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2613, ГБОУ детский сад № 2613,2 613, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105173,Москва,улица 9 Мая,дом 16,стр.1",55.81739049999999,37.86849369999999,#Н/Д, gou2613@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 409, ГБОУ детский сад № 409,409, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121552, г.Москва, ул. Оршанская, д. 12, корп. 1",55.7428236,37.40738390000001,(499) 141-65-56, gou409@yandex.ru; dskv409mskzapad.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1002, ГБОУ детский сад № 1002,1 002, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127543, города Москва, улица Корнейчука, дом 16А",55.90097009999999,37.6111953,(499) 206-95-03, GOU1002@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1435, ГБОУ ЦРР-детский сад № 1435,1 435, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129281, город Москва, улица Енисейская, дом 30 А",55.8725736,37.6683665,(499) 185-90-09, dou1435@list.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2277, ГБОУ детский сад № 2277,2 277, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 119002 г. Москва, Плотников пер., д.19/38, стр.1",55.7469294,37.5880409,(499) 241-74-26, 2277ds@mail.ru; 2277dsad@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1221, ГБОУ детский сад № 1221,1 221, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117593, г.Москва, Новоясеневский проспект, дом 19, корпус 3",55.6053411,37.5449241,8(495)426-97-11, folga1221@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 711, ГБОУ детский сад № 711,711, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129128, город Москва, улица Бажова, дом 22",55.83566769999999,37.6641602,(499) 187-32-23, dou711@yandex.ru; dou711@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 949, ГБОУ детский сад № 949,949, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117342, г. Москва, ул. Введенского, д. 12 А",55.6442237,37.540072,334-92-72, dou1989@ou.mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2482, ГБОУ детский сад № 2482,2 482, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117042, г. Москва, улица Адмирала Лазарева, дом 39, корпус 2",55.542264,37.523537,(499) 743-81-63, deti2482@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2522, ГБОУ детский сад № 2522,2 522, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125080, г. Москва, Волоколамское шоссе, д. 14-а, строение 1",55.8096799,37.4938745,(499) 158-17-19, hrustalevavv@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1700, ГБОУ детский сад № 1700,1 700, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119619, г.Москва, ул.Авиаторов, д. 10, корп. 1",55.64675519999999,37.3966303,(495) 934-12-96, ds1700@ya.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2170, ГБОУ детский сад № 2170,2 170, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129226, г.Москва, ул.Сельскохозяйственная, д.13",55.8358763,37.6392206,(499) 181-15-74, gbou2170@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1512, ГБОУ детский сад № 1512,1 512, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117556 г. Москва,Болотниковская ул. д.2,к.2",55.65702,37.6155215,(499) 613-62-69, dou1512@sinergi.ru; detsad1512@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 414, ГБОУ детский сад № 414,414, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109444, г. Москва, Самаркандский бульвар, дом 10, корп. 3",55.7057678,37.8252078,(495) 376-01-44, detsad414@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1242, ГБОУ детский сад № 1242,1 242, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115404 г.Москва, ул.Педагогическая, д.7",55.5965873,37.6687489,(495) 326-10-02, dou1242@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 163, ГБОУ детский сад № 163,163, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115304 г. Москва, ул. Медиков, д.18, к.2",55.6325382,37.6775892,(499) 320-48-27, dou163@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1655, ГБОУ детский сад № 1655,1 655, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115682 г. Москва, Ореховый б-р, д.63, к.2",55.6182248,37.7584867,(495) 344-35-58, dou1655@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1252, ГБОУ детский сад № 1252,1 252, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119602 г. Москва, Олимпийская дер., Мичуринский пр., д.8/2",55.7061378,37.5108748,(495) 437-59-32, dou1252@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1881, ГБОУ детский сад компенсирующего вида №1881,1 881, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 115432, г. Москва Трофимова ул., д. 30, корп. 1",55.701832,37.684045,(495) 679-39-30, kolobok1881@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 815, ГБОУ детский сад № 815,815, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 119526, г.Москва, ул. 26 Бакинских комиссаров, д. 2, корп. 3",55.65825160000001,37.4966779,(495) 434-50-34, doy815@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1121, ГБОУ детский сад № 1121,1 121, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 127543, г.Москва, улица Корнейчука, дом 24а",55.899201,37.615475,(499) 206-35-44, gou_ds1121@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 603, ГБОУ детский сад № 603,603, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 125212, г. Москва, улица Адмирала Макарова, дом 25",55.8325279,37.4908974,(499) 150-28-24, ds603@yandex.ru; d.603@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1450, ГБОУ детский сад № 1450,1 450, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117574, г.Москва, улица Голубинская, дом 7, корпус 4",55.60490309999999,37.5147249,422-09-75, gou1450@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1123, ГБОУ детский сад № 1123,1 123, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127273, город Москва, улица Декабристов, дом 34А",55.8588063,37.6141567,(499) 204-24-00, ds1123@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1783, ГБОУ детский сад №1783,1 783, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117186, г.Москва, Нагорная улица, дом 32, корпус 2",55.6748673,37.5950504,0127-04-21, ds1783@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 471, ГБОУ детский сад компенсирующего вида № 471,471, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 111020, г. Москва Юрьевский пер., д. 8а",55.7654299,37.716537,(495) 360-65-54, ds471@uvuo.ru; ds471@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1957, ГБОУ детский сад № 1957,1 957, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107143,Москва, Открытое шоссе, д. 31 А",55.83,37.7606588,(499) 167-64-00, ds1957@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2553, ГБОУ детский сад № 2553,2 553, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111558, г. Москва Федеративный пр-т, д. 56",55.7522549,37.8283882,(495) 302-25-51, gou2553@mail.ru; andreeva_te@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 341, ГБОУ детский сад № 341,341, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125008, г. Москва, бульвар Матроса Железняка, дом 32",55.8362736,37.5321684,(499) 154-63-71, irida_vesta@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 752, ГБОУ детский сад № 752,752, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117208 г. Москва, Сумской проезд, дом 12А",55.6355833,37.6085038,(495) 312-36-91, dou752@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1022, ГБОУ детский сад № 1022,1 022, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115547 Москва, Михневская, 15, к.2",55.5808317,37.66456489999999,(495) 385-30-06, dou1022@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2211, ГБОУ детский сад № 2211,2 211, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117628, г.Москва, ул.Ратная, дом 8 Б",55.57461499999999,37.583817,0711-06-18, detsad2211@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2084, ГБОУ г. Москвы детский сад № 2084,2 084, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125445, г. Москва, Смольная улица, дом 61А",55.868793,37.4707256,(499) 458-94-47, Lana2084@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1865, ГБОУ детский сад № 1865,1 865, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 105082 Москва, 2-й Ирининский пер., д. 7",55.7755253,37.6896838,(499) 261-84-44, detsad1865@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1504, ГБОУ детский сад № 1504,1 504, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109649, г.Москва, Капотня, 5-й квартал, дом 21",55.632574,37.8001278,(495) 355-45-01, ds1504@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1155, ГБОУ детский сад № 1155,1 155, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 119270 г.Москва, Хамовнический вал, д.10а",55.7178027,37.5750659,(499) 242-71-45, ds1155@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1618, ГБОУ детский сад № 1618,1 618, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119607 г.Москва, Мичуринский проспект, д. 33, корп. 1",55.693269,37.499043,(495) 932-86-00, ds1618@yandex.ru; gbouds1618@gmail.com
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 81, ГБОУ детский сад № 81, 81, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129626 г. Москва, улица Новоалексеевская, дом 18, корпус 5",55.8079265,37.6505111,(495) 682-60-10, dou81@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 104, ГБОУ детский сад № 104,104, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 115533 г. Москва, ул. Нагатинская, 11, корп.3",55.681276,37.63885,(499) 611-43-32, dou67@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №171, ГБОУ детский сад № 171,171, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 105215,г.Москва,Щелковское шоссе,д.52А",55.8085031,37.79632420000001,(495) 770-46-32, detsad171@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад для детей раннего возраста № 398, ГБОУ детский сад № 398,398, Дошкольное образовательное учреждение, Детский сад для детей раннего возраста, Бюджетное, Западное окружное управление образования," 121096 Москва, ул.Василисы Кожиной, д.20 стр.1",55.7349097,37.4925109,(499) 144-37-23, нет; detsad398@mail.ru
