fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,telephone,email,location
 Государственное бюджетное образовательное учреждение города Москвы детский сад №1084, ГБОУ детский сад №1084,1 084, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105264, Москва, улица 9-ая Парковая , дом 41 А",(499) 164-78-95, detsad1084@yandex.ru,POINT(37.7962432 55.8017091)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1645, ГБОУ ЦРР-детский сад № 1645,1 645, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127282, город Москва, Студеный проезд, дом 10А",(499) 478-99-44, tsrr1645@mail.ru,POINT(37.6575057 55.89261819999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 983, ГБОУ детский сад № 983,983, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117574, Москва, Новоясеневский проспект, дом 16, корпус 3",422-01-88, dou983@ou.mosuzedu.ru; flura-usipova@rambler.ru,POINT(37.52184450000001 55.6069682)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 903, ГБОУ детский сад № 903,903, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115563 г. Москва,ул. Генерала Белова д.19,корп. 3",(495) 394-02-54, dou903@sinergi.ru,POINT(37.72191 55.618375)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2576, ГБОУ ЦРР-детский сад № 2576,2 576, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127224, город Москва, улица Широкая, дом 17, корпус 5",(499) 476-13-02, crr2576@mail.ru,POINT(37.6681 55.889658)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 729, ГБОУ детский сад № 729,729, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 121069 г. Москва,Новинский бульвар, д.18 стр.1",(495) 691-03-85, gou729@yandex.ru; d.729@yandex.ru,POINT(37.5848697 55.75572760000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2334, ГБОУ детский сад № 2334,2 334, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 105062, г. Москва, Фурманный пер., д.8",(499) 764-97-60, sad2334@mail.ru,POINT(37.649303 55.7641742)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2588, ГБОУ детский сад №2588,2 588, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117042, г.Москва, ул. Южнобутовская, д. 35",(499)793-15-36, dou2588@ou.mosuzedu.ru; ds2588@mosuzedu.ru; klepova2588@mail.ru,POINT(37.536301 55.5379152)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2691, ГБОУ детский сад №2691,2 691, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117513, г. Москва, Ленинский проспект, дом 127А",(499)737-29-52, dou2691@ou.mosuzedu.ru,POINT(37.4755387 55.64440990000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 7, ГБОУ детский сад № 7, 7, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105173, г.Москва, пос. Акулово, д. 26 А",(495) 617-63-84, akulovo7@mail.ru,POINT(37.7037258 55.6989992)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2183, ГБОУ детский сад № 2183,2 183, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121500, г.Москва, ул. Новорублевская, д. 8",(499) 727-24-00, dou2183@mail.ru,POINT(37.3585834 55.78736809999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 422, ГБОУ детский сад № 422,422, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115404 г. Москва, Липецкая ул., д.20, корп.2",(495) 327-54-18, dou422@sinergi.ru,POINT(37.6694419 55.593753)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1591, ГБОУ ЦРР-детский сад № 1591,1 591, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129327, г. Москва, Чукотский проезд, д. 4, корп. 2",(499) 186-44-47, dc1591@yandex.ru,POINT(37.653796 55.86758709999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2461, ГБОУ детский сад № 2461,2 461, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Западное окружное управление образования," 117216, г. Москва, бульвар Дмитрия Донского, дом 9, корпус 6",713-84-01, ds2461@mail.ru,POINT(37.578333 55.567429)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2505, ГБОУ детский сад № 2505,2 505, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105568, Москва, улица Челябинская дом 26",(499) 308-29-22, detsad2505@yandex.ru,POINT(37.8348846 55.777749)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 276, ГБОУ детский сад № 276,276, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 105077 г. Москва, ул.15 Парковая, дом 20 А",(495) 465-44-48, gou-vostok276@yandex.ru,POINT(37.8195488 55.7979911)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 476, ГБОУ детский сад № 476,476, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 115088, г. Москва, улица Шарикоподшипниковская, дом 30 А, корпус 2",(495) 675-55-69, ds476@yandex.ru,POINT(37.673182 55.716843)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1937, ГБОУ детский сад № 1937,1 937, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121351, г.Москва, ул. Партизанская, д. 10, корп. 3",(495) 417-67-15, detsad1937@mail.ru,POINT(37.4140518 55.7325169)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 457, ГБОУ детский сад № 457,457, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125319, г. Москва, улица 8 Марта, дом 15",(499) 152-19-26, best.dou457@mail.ru,POINT(37.5497634 55.8051596)
" Государственное бюджетное образовательное учреждение города Москвы детский сад № 727 ""Непоседы"""," ГБОУ детский сад № 727 ""Непоседы""",727, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Западное окружное управление образования," 125363, г. Москва, ул. Нелидовская, д. 10, корп. 1",(499) 740-70-98,  dou727@szouo.ru,POINT(37.4428544 55.84604030000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2403, ГБОУ детский сад № 2403,2 403, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109451, г. Москва, ул. Братиславская, дом 17, корп.2",(495) 658-89-23, DS_2403@mail.ru,POINT(37.7623115 55.6594381)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 654, ГБОУ детский сад № 654,654, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115142 г.Москва, ул.Затонная, д.10, к.2",(499) 615-89-72, dou654@sinergi.ru,POINT(37.6835255 55.6775189)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1053, ГБОУ детский сад №1053,1 053, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, detsad32@inbox.ru,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 968, ГБОУ детский сад № 968,968, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109548, Москва, ул. Шоссейная, д. 10",(495) 353-41-11, detskeisad968@mail.ru,POINT(37.7232412 55.6890121)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1607, ГБОУ ЦРР - детский сад № 1607,1 607, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," г. Москва, 117342,ул. Островитянова, д. 41А",8-495-336-42-33, gou1607@mosuzedu.ru,POINT(37.5342504 55.6329298)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка – детский сад № 1608, ГБОУ ЦРР - детский сад № 1608,1 608, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 127486, г. Москва, Дегунинская улица, дом 26, корпус 1",(499) 905-84-53, gou1608@mail.ru,POINT(37.531455 55.868742)
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1104 ""Семицветик""", ГБОУ ЦРР – детский сад № 1104 «Семицветик»,1 104, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 142770, Москва Город, Сосенское Поселение, Коммунарка Поселок",#Н/Д, dou27@list.ru; dou1104@ou.mosuzedu.ru,POINT(37.4806535 55.5653108)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1701, ГБОУ детский сад № 1701,1 701, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117465, г.Москва, улица Генерала Тюленева, дом 5, корпус 2",339-11-61, Detskiysad1701@yandex.ru,POINT(37.486246 55.624417)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2327, ГБОУ детский сад № 2327,2 327, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109144, г. Москва, ул. Люблинская д.163/1 корп.1",(495) 349-69-38, ds2327@uvuo.ru; sad2327@yandex.ru,POINT(37.745686 55.65213)
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1619 ""Лебедушка"""," ГБОУ ЦРР - детский сад № 1619 ""Лебедушка""",1 619, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115404 г. Москва, Бирюлевская ул., д.7, к.3",(495) 327-37-74, dou1619@sinergi.ru,POINT(37.6666885 55.5992433)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1321, ГБОУ детский сад № 1321,1 321, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 115088, г. Москва, ул. Шарикоподшипниковская, дом 2",(495) 674-34-13, gouds1321@mail.ru,POINT(37.6680696 55.72193)
 Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 299, ГБОУ детский сад,299, Дошкольное образовательное учреждение, Детский сад присмотра и оздоровления, Бюджетное, Центральное окружное управление образования," 105082 г. Москва, Большая Почтовая улица, дом 14 корп.А",(499) 261-84-58, goudetsad299@mail.ru,POINT(37.693262 55.7754827)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1674, ГБОУ ЦРР - детский сад № 1674,1 674, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115682 г. Москва Ореховый бул-р, 67 корп.3",(495) 344-16-64, dou1674@sinergi.ru; dou1674buh@sinergi.ru,POINT(37.758366 55.61932299999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2280, ГБОУ детский сад № 2280,2 280, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 105043, г.Москва, 5 Парковая ул., д. 5 а",(499) 367-77-36, detsad2280@qmail.com; zavsadgalina@gmail.com,POINT(37.7873311 55.7890677)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1241, ГБОУ детский сад № 1241,1 241, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115561 г. Москва, Домодедовская ул. д.17, к.2",(495) 392-12-21, dou1241@sinergi.ru,POINT(37.7116245 55.6081904)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1966, ГБОУ детский сад № 1966,1 966, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115573 г.Москва, Ореховый пр., д.37, к.3",(495) 393-17-22, dou1966@sinergi.ru,POINT(37.7327579 55.61769700000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2407, ГБОУ детский сад № 2407,2 407, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109462, г. Москва, ул. Юных Ленинцев, д.45, корп.3",(499) 179-20-07, ds2407@yandex.ru,POINT(37.7553834 55.70187929999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2323, ГБОУ детский сад № 2323,2 323, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109652 , г.Москва, Люблинская ул., д.177",(495) 658-64-08, ds2323@yandex.ru,POINT(37.7487637 55.6456005)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2148, ГБОУ детский сад № 2148,2 148, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," ""127566, г.Москва, ул.Бестужевых, дом 12 ""Д""",(499) 203-34-66, luda18.05.63@mail.ru; dou2148@yandex.ru,POINT(37.6078749 55.8704374)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1096, ГБОУ детский сад № 1096,1 096, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, —,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 656, ГБОУ детский сад комбинированного вида № 656,656, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 127644, г. Москва, улица Клязьминская, дом 19А",(495) 486-81-77, ds656@list.ru,POINT(37.5285532 55.8915418)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1280, ГБОУ детский сад №1280,1 280, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, г. Москва, ул. Инессы Арманд, дом 9А",8(495)422-23-22, gou1280@mosuzedu.ru,POINT(37.5476774 55.5908424)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 263, ГБОУ детский сад № 263,263, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109444, г. Москва Самаркандский бульвар, д. 24, корпус 4",(499) 741-63-80, malinki263@mail.ru,POINT(37.8189331 55.7021254)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1020, ГБОУ детский сад № 1020,1 020, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 127591, г. Москва, улица Дубнинская, дом 38, корпус 2",(495) 485-97-32, gou1020@mail.ru,POINT(37.5605221 55.887467)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1473, ГБОУ детский сад № 1473,1 473, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115573 г. Москва,ул. М. Джалиля, д.2,к.4",(495) 395-30-59, dou1473@sinergi.ru,POINT(37.7367723 55.6227071)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1149, ГБОУ детский сад № 1149,1 149, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121471, г.Москва, ул. Гвардейская, д. 10",(495) 446-26-75, dou1149@mail.ru,POINT(37.4253373 55.7228229)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2342, ГБОУ ЦРР - детский сад № 2342,2 342, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115211 г. Москва, Борисовские пруды ул.д.14,к.6",(495) 340-15-02, dou2342@sinergi.ru,POINT(37.746172 55.63381)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1413, ГБОУ детский сад № 1413,1 413, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109542, г. Москва, Сормовская ул., дом 6, корп. 2",(495) 377-53-91, detskiy_sad1413@mail.ru,POINT(37.8109173 55.7114597)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2078, ГБОУ детский сад № 2078,2 078, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 107014, г. Москва, ул. Егерьская, д.2.",(499) 268-09-00, gou2078@mail.ru,POINT(37.6834441 55.792774)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 803, ГБОУ детский сад № 803,803, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121354, г.Москва, Можайское шоссе, д. 38, корп. 5",(495) 446-06-68, sad803@mail.ru,POINT(37.4112214 55.7190711)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 797, ГБОУ детский сад № 797,797, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119136, г.Москва, 2-й Сетуньский проезд, д. 12, корп. 1",(499) 240-84-20, dou797@mail.ru,POINT(37.5358919 55.731333)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1317, ГБОУ детский сад № 1317,1 317, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109651, г. Москва, Батайский проезд, дом 15",(499) 356-04-31, GOYDetskiisad-1317@yandex.ru,POINT(37.7160232 55.6436345)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 893, ГБОУ детский сад № 893,893, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125581, г. Москва, Фестивальная улица, дом 16А",(495) 453-65-56, ds.893@yandex.ru,POINT(37.4981229 55.8588095)
 Государственное бюджетное образовательное учреждение города Москвы детский сад №1518, ГБОУ детский сад №1518,1 518, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111141,Москва, ул. Перовская, дом 47,стр.1",(495) 309-36-60, detsad1518@rambler.ru,POINT(37.7851704 55.7464443)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2687, ГБОУ детский сад № 2687,2 687, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117148, город Москва, улица Маршала Савицкого, дом 22, корпус 3",(499) 234-30-71, dou2687@mosuzedu.ru,POINT(37.5916381 55.50278290000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 1750, ГОУ детский сад общеразвивающего вида № 1750,1 750, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 117587 г. Москва, Варшавское шоссе, 114 А",(495) 316-78-11, dou1750@sinergi.ru,POINT(37.6157304 55.6360632)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2344, ГБОУ детский сад № 2344,2 344, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117042, город Москва, улица Южнобутовская, дом 59",715-06-45, dou2344@mosuzedu.ru,POINT(37.5306701 55.5358022)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1931, ГБОУ детский сад № 1931,1 931, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 123056, г. Москва, пер. Большой Кондратьевский, д 4, стр.1.",(499) 254-11-38, detsad1931@mail.ru,POINT(37.582815 55.772273)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1289, ГБОУ детский сад № 1289,1 289, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 107497, г. Москва, ул. Байкальская, д. 46 А",(495) 467-99-38, ds.1289@yandex.ru,POINT(37.8179328 55.8153592)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 75, ГБОУ детский сад № 75, 75, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107370, город Москва,Открытое шоссе, дом 6",(499) 168-35-33, detsad_75@mail.ru; сайт детского сада №75 создан,POINT(37.7321574 55.8103135)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 115, ГБОУ детский сад № 115,115, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 107140 г. Москва, Верхняя Красносельская ул., д.18",(499) 264-85-28, dc927@yandex.ru,POINT(37.6634402 55.7825932)
" Муниципальное автономное дошкольное образовательное учреждение ""Центр развития ребенка Детский сад №6"""," МАДОУ ""Детский сад №6""", 6, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Автономное, Троицкое и новомосковское окружное управление образования," 142190, Россия, г.Москва, г.Троицк, улица Юбилейная, дом 1",#Н/Д, solnishko62007@yandex.ru,POINT(37.3021394 55.4721984)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1066, ГБОУ детский сад № 1066,1 066, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, dzyuba50@mail.ru,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 939, ГБОУ детский сад № 939,939, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 127566, г.Москва, улица Бестужевых, дом 7-а",(499) 201-67-66, sad939@mail.ru,POINT(37.5994435 55.86970669999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1024, ГБОУ детский сад № 1024,1 024, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 117208 г. Москва, ул. Чертановская,14 Б",(495) 312-71-92, dou1024@sinergi.ru,POINT(37.5957692 55.6297533)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1269, ГБОУ детский сад № 1269,1 269, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119361, г.Москва, ул.Озерная, д. 25 А",(495) 437-31-81, DS1269@yandex.ru,POINT(37.4547428 55.6756807)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1654, ГБОУ детский сад № 1654,1 654, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107589, Москва, Байкальская ул., д.49 А",(495) 467-62-70, ds1654@mail.ru,POINT(37.8224955 55.8191223)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2394, ГБОУ детский сад № 2394,2 394, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127299, г. Москва, улица Приорова, дом 7",(495) 450-53-85, dc2394@bk.ru,POINT(37.5287194 55.818206)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1982, ГБОУ детский сад № 1982,1 982, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 105064 г. Москва, Малый Демидовский пер., дом 3 А",(499) 261-96-22, detsad1982@yandex.ru,POINT(37.6663619 55.7642726)
